impartire cu precizie fp64,impartire cu precizie double2,impartire cu precizie fp128
4.14056913370433,4.1405691337043301958253808148273505,4.1405691337043299282363759487609922
0.160920538947247,0.16092053894724683507113823797178663,0.16092053894724684168757548032820043
0.602563539643802,0.60256353964380250682387699273131718,0.60256353964380248758934187020775245
0.553739986829361,0.55373998682936096488263243769518659,0.55373998682936100740234709122692074
1.82285081930207,1.8228508193020688427064064933210141,1.822850819302069010823085294615427
7.2766405705224,7.2766405705223997722511263268970805,7.2766405705223993256698674557612043
0.789662518956767,0.78966251895676730538997681436471666,0.78966251895676731857787153272779615
1.24409788522892,1.2440978852289208318142684071748382,1.2440978852289207406510897096088102
1.52662646415123,1.5266264641512263656111416733258613,1.5266264641512263965992088830896422
5.88512283227171,5.8851228322717157397135569939018947,5.8851228322717150296034820226328224
0.880432245976631,0.88043224597663109175344031076691912,0.88043224597663102028049964597867905
0.592401154265761,0.5924011542657610380769884893229848,0.59240115426576098123112466900827082
0.254742864275393,0.25474286427539312818717274453205874,0.25474286427539313849700711606123224
0.506257308062033,0.50625730806203309637285926968083773,0.50625730806203302829655242291287559
1.49084664337796,1.4908466433779549891122387271702555,1.4908466433779550659513843492509524
1.11918273742229,1.1191827374222944672489749998455303,1.1191827374222945925322485556974256
0.923225086099537,0.92322508609953640570814248770413992,0.92322508609953651978593635737256462
0.923552252525862,0.92355225252586190413859960929585288,0.92355225252586195090833050241599019
1.41551257619565,1.4155125761956455616440434370463964,1.4155125761956454826518966454738474
4.31647730778471,4.3164773077847140472418595982433474,4.3164773077847140667439907610698434
0.710847331633241,0.71084733163324143755614296966752264,0.71084733163324142336323892235003223
1.35951433593541,1.3595143359354119038109684326508157,1.3595143359354117095445400097555419
0.701990341115504,0.70199034111550349059839083013375363,0.70199034111550353607399609797849054
1.30176015637066,1.301760156370662030253049084497189,1.3017601563706619751480621234052444
0.785425487503617,0.78542548750361670013904082918517531,0.78542548750361675535978809032806608
0.143094832164559,0.14309483216455886255476501648995679,0.14309483216455885778391888694455204
1.20599631700167,1.2059963170016713605890748993657817,1.2059963170016714896461104246157906
0.213987491469005,0.21398749146900481100596373680984102,0.2139874914690048065135601671892561
1.74388579237996,1.7438857923799616697499602804356848,1.7438857923799618790519473197007897
4.8290603051064,4.8290603051064019994892822460220935,4.8290603051064012147780141795104646
0.786799299061017,0.78679929906101656023616433184683357,0.78679929906101668005100307658534289
0.864972584858229,0.86497258485822856535097766505439381,0.86497258485822861082791437615289747
0.250005598581646,0.25000559858164638493625188912064881,0.25000559858164640159097034429632931
1.33115348941019,1.3311534894101923715488463349013514,1.331153489410192434734681388379426
1.02302030239707,1.0230203023970744797109387413707477,1.0230203023970745851047172059428689
1.1601402033236,1.1601402033235991510954804417754108,1.1601402033235991583932927977299251
1.97465180131481,1.9746518013148063505936654672562318,1.974651801314806535383274184043976
0.191941822804195,0.19194182280419467379583913683216188,0.19194182280419466068455342607724225
1.08432439576466,1.0843243957646599418328548101978582,1.0843243957646599086773068380129258
0.643966676081954,0.6439666760819541151514742575733344,0.64396667608195405750774907479616745
1.62991893709961,1.6299189370996143384136698191783583,1.6299189370996143193874164093953358
0.64336321966183,0.64336321966182965058749534250058515,0.64336321966182961508024771433736892
0.8805385516555,0.88053855165549955315170997192565461,0.88053855165549953924866962342109412
0.221578832522143,0.22157883252214279728086357550176876,0.22157883252214280003483257573205168
0.525946736401984,0.52594673640198431582679144741863065,0.52594673640198429412531627929408021
0.332503794038923,0.33250379403892351057023743375979125,0.33250379403892347887918903982423475
0.643391560287755,0.64339156028775488849679242705346489,0.64339156028775492046146644568184802
2.48700935289468,2.4870093528946775460313752995917126,2.4870093528946777938442484619215839
0.921692375972941,0.92169237597294092208125567304627702,0.92169237597294094927653778589545846
4.15433626012838,4.1543362601283790174515161045657386,4.1543362601283791586089137278666858
2.38470915989805,2.3847091598980490704030416243322739,2.3847091598980492359854483942246779
1.40848071717046,1.4084807171704615509079255452470554,1.4084807171704616040598193198102893
1.59313429922495,1.5931342992249467460767548138516118,1.5931342992249465436682293645992063
1.07085335284462,1.0708533528446173766964217139491481,1.0708533528446173365226717504822038
